name,online_order,book_table,rate,votes,rest_type,cuisines,cost,type,city_location
Momo Rice Noodles,1,0,3.8,222,CasualDining,Chinese Momos,600.0,Delivery,ejipura koramangala7thblock
Chung Wah,1,0,4.0,314,CasualDining,Chinese Thai Momos Vietnamese,800.0,Delivery,koramangala5thblock koramangala7thblock
El Salver,1,1,3.9,74,CasualDining,NorthIndian Chinese SouthIndian,900.0,Delivery,btm koramangala7thblock
Tibetan Kitchen,1,0,4.3,247,QuickBites,Tibetan Chinese Continental Momos,600.0,Delivery,koramangala5thblock koramangala7thblock
Karahi Kitchen,1,0,4.1,168,Delivery,Andhra Biryani Chinese,300.0,Delivery,koramangala5thblock koramangala7thblock
Midnight Restro,1,0,3.4,55,Delivery,NorthIndian FastFood,500.0,Delivery,btm koramangala7thblock
Makers of Milkshakes,1,0,4.2,56,BeverageShop,Beverages,400.0,Delivery,koramangala5thblock koramangala7thblock
Pin Me Down,1,1,4.5,819,CasualDining,Continental Mexican Chinese NorthIndian,800.0,Delivery,btm koramangala7thblock
Sri Sai 99 Variety Dosa,1,0,3.6,38,QuickBites,SouthIndian,300.0,Delivery,jayanagar koramangala7thblock
Basmati Delights,1,0,4.0,870,Delivery,Biryani Chinese Mughlai FastFood Kebab,500.0,Delivery,btm koramangala7thblock
The Milkshake Theory,1,0,4.0,48,BeverageShop,Beverages FastFood,400.0,Delivery,koramangala5thblock koramangala7thblock
Classic Shop,1,0,3.8,11,BeverageShop,Beverages Juices,150.0,Delivery,btm koramangala7thblock
Smally's Resto Cafe,1,1,4.2,1706,Cafe,Cafe Italian Burger American Steak,650.0,Delivery,koramangala5thblock koramangala7thblock
Waffle Head,1,0,4.0,39,DessertParlor BeverageShop,Desserts Beverages Bakery IceCream,300.0,Delivery,btm koramangala7thblock
Waffle Magic,1,0,4.1,87,Cafe,Cafe Desserts,700.0,Delivery,koramangala6thblock koramangala7thblock
Tenzin Kitchen,1,0,4.2,537,QuickBites,Tibetan Chinese Momos,450.0,Delivery,koramangala7thblock
Kairali,1,0,3.9,172,QuickBites,SouthIndian Seafood Biryani,300.0,Delivery,btm koramangala7thblock
Swathi Deluxe Restaurant,1,0,3.0,74,CasualDining,NorthIndian,500.0,Delivery,shantinagar koramangala7thblock
Chef Delicacies,1,0,3.1,7,Takeaway Delivery,Kebab Rolls,400.0,Delivery,btm koramangala7thblock
Stoner,1,0,4.5,2627,DessertParlor Cafe,IceCream Cafe Pizza Burger Desserts Beverages,500.0,Delivery,koramangala5thblock koramangala7thblock
Poha House,1,0,3.6,11,QuickBites,Maharashtrian,200.0,Delivery,btm koramangala7thblock
ReFresh Juice Junction,1,0,4.1,57,BeverageShop QuickBites,Juices FastFood,200.0,Delivery,koramangala1stblock koramangala7thblock
Nagas,1,0,3.0,7,QuickBites,Andhra Hyderabadi NorthIndian,300.0,Delivery,hsr koramangala7thblock
Malabar Bay,1,1,4.2,1544,CasualDining,Kerala Seafood Chinese Biryani Juices,800.0,Delivery,btm koramangala7thblock
Sweet Truth,1,0,4.2,50,Delivery,Bakery Desserts,500.0,Delivery,koramangala8thblock koramangala7thblock
Tarbouche,1,0,4.0,269,Kiosk,Turkish Rolls,300.0,Delivery,koramangala5thblock koramangala7thblock
Punjabi Swag,1,0,3.9,711,CasualDining,NorthIndian,500.0,Delivery,btm koramangala7thblock
Chowpatty,1,0,3.6,95,QuickBites,NorthIndian FastFood StreetFood,300.0,Delivery,koramangala1stblock koramangala7thblock
The Good Bowl,1,0,3.6,11,Takeaway Delivery,Italian NorthIndian Biryani,500.0,Delivery,koramangala1stblock koramangala7thblock
Gramin,1,0,4.3,3463,CasualDining,NorthIndian,600.0,Delivery,koramangala7thblock
Nuts Over Salads Cafe,1,1,4.4,211,Cafe,Cafe Salad,800.0,Delivery,koramangala5thblock koramangala7thblock
WAFL Co,1,0,4.2,53,DessertParlor,Desserts Beverages,400.0,Delivery,koramangala5thblock koramangala7thblock
Fujian Express,1,0,3.2,16,QuickBites,Chinese Thai American Momos,200.0,Delivery,hsr koramangala7thblock
Tawa Ghar Ka,1,0,3.8,331,QuickBites,NorthIndian,350.0,Delivery,hsr koramangala7thblock
The Mylapore Cafe,1,0,4.1,121,QuickBites,SouthIndian Kerala,200.0,Delivery,hsr koramangala7thblock
Awesome Foods,1,0,3.7,27,QuickBites,Chinese NorthIndian,300.0,Delivery,btm koramangala7thblock
The Bong Palate,1,0,3.8,64,QuickBites,Bengali NorthIndian Chinese,300.0,Delivery,btm koramangala7thblock
Desipun,1,1,4.2,349,CasualDining,NorthIndian,700.0,Delivery,koramangala5thblock koramangala7thblock
Food And You,1,0,3.9,35,QuickBites,NorthIndian SouthIndian Gujarati,350.0,Delivery,btm koramangala7thblock
Lassi Darbar,1,0,3.7,13,BeverageShop,Beverages IceCream,200.0,Delivery,btm koramangala7thblock
Tata Cha,1,0,3.6,32,Cafe,Cafe Tea NorthIndian,500.0,Delivery,koramangala7thblock
Beer Adda,1,1,4.3,551,CasualDining Pub,NorthIndian Chinese Pizza,1000.0,Delivery,koramangala5thblock koramangala7thblock
Boston Barista - Kappayum Curriyum,1,0,3.6,64,QuickBites,Kerala,400.0,Delivery,btm koramangala7thblock
Tetto,1,0,3.7,130,CasualDining Bar,Continental,1200.0,Delivery,koramangala1stblock koramangala7thblock
Manchu Cafe,1,0,3.7,24,QuickBites,Chinese FastFood Asian Beverages Nepalese Tibetan,300.0,Delivery,btm koramangala7thblock
Koramangala Social,1,0,4.6,4707,Lounge,American NorthIndian Chinese FingerFood,1500.0,Delivery,koramangala7thblock
Kick Out the Jams,1,0,4.0,529,Delivery,Burger American Italian,350.0,Delivery,ejipura koramangala7thblock
Vakulaa Veg Restaurant,1,0,3.9,53,QuickBites,SouthIndian NorthIndian,200.0,Delivery,jayanagar koramangala7thblock
Lassi Berg,1,0,3.5,13,Takeaway,Juices,100.0,Delivery,btm koramangala7thblock
Pasta Street,1,1,4.5,267,CasualDining,Italian Pizza Salad,1300.0,Delivery,koramangala4thblock koramangala7thblock
Bangaliana,1,0,3.9,454,CasualDining,Bengali,600.0,Delivery,koramangala7thblock
The Paramount Hotel,1,0,3.6,243,CasualDining,NorthIndian Seafood Biryani Kerala,1000.0,Delivery,koramangala5thblock koramangala7thblock
Calorie Express,1,0,3.6,193,Delivery,HealthyFood,450.0,Delivery,btm koramangala7thblock
Roots,1,1,4.6,1892,CasualDining Bar,NorthIndian SouthIndian Chinese Continental Mangalorean,1200.0,Delivery,koramangala1stblock koramangala7thblock
Appam & Curry,1,0,3.8,18,QuickBites,Kerala SouthIndian,200.0,Delivery,koramangala1stblock koramangala7thblock
Mystique Palate,1,0,4.1,340,QuickBites,Chinese FastFood,300.0,Delivery,jayanagar koramangala7thblock
The Kitchen Story,1,0,3.3,19,Delivery,NorthIndian Chinese,300.0,Delivery,hsr koramangala7thblock
Keto Kitchen,1,0,3.1,18,QuickBites,HealthyFood Pizza Italian SouthIndian NorthIndian,500.0,Delivery,koramangala7thblock
Assi Tussi Lassi,1,0,3.6,26,BeverageShop,Beverages FastFood IceCream,200.0,Delivery,ejipura koramangala7thblock
AM's Cafe Recreate,1,0,3.4,10,Takeaway Delivery,Chinese NorthIndian,250.0,Delivery,btm koramangala7thblock
Fanoos Xprss,1,0,3.7,54,QuickBites,Arabian Rolls NorthIndian BBQ,400.0,Delivery,jayanagar koramangala7thblock
UP Style North Indian Food,1,0,3.6,47,Takeaway Delivery,NorthIndian,100.0,Delivery,jayanagar koramangala7thblock
Patiala Highway,1,0,3.7,32,CasualDining,NorthIndian,700.0,Delivery,koramangala6thblock koramangala7thblock
The Belgian Waffle Co.,1,0,3.8,151,DessertParlor,Desserts Beverages,350.0,Delivery,jayanagar koramangala7thblock
Smise,0,0,4.0,1209,Cafe,Cafe Continental Italian Burger Pizza,650.0,Delivery,koramangala4thblock koramangala7thblock
Sher-E-Punjab,1,0,3.1,22,QuickBites,NorthIndian Chinese,400.0,Delivery,btm koramangala7thblock
McDonald's,1,0,3.8,295,QuickBites,FastFood Burger,500.0,Delivery,koramangala5thblock koramangala7thblock
Tall Blonde French,1,0,4.3,726,QuickBites,FastFood,400.0,Delivery,koramangala5thblock koramangala7thblock
Bearfoot Cafe,1,0,4.2,177,Cafe,Cafe,600.0,Delivery,koramangala6thblock koramangala7thblock
Nanna Munna Paratha House,1,0,4.0,109,QuickBites,NorthIndian,300.0,Delivery,btm koramangala7thblock
Ice Cafe & Lassi Shop,1,0,3.6,29,BeverageShop,Beverages Juices,100.0,Delivery,btm koramangala7thblock
Smoke-A-Pot,0,0,3.3,10,Takeaway Delivery,Biryani Kebab Rolls,600.0,Delivery,koramangala5thblock koramangala7thblock
1722 Urban Bistro,1,1,4.1,225,CasualDining,NorthIndian Chinese FastFood Biryani,600.0,Delivery,koramangala5thblock koramangala7thblock
Tapri By The Corner,1,0,4.1,205,QuickBites,FastFood,250.0,Delivery,koramangala5thblock koramangala7thblock
Turkish Shawarma,1,0,3.6,21,Takeaway Delivery,Rolls,200.0,Delivery,btm koramangala7thblock
The Night Watch Express,1,0,3.0,53,Takeaway Delivery,NorthIndian Chinese,500.0,Delivery,koramangala1stblock koramangala7thblock
Knight Ryders,1,0,3.4,239,Delivery,NorthIndian Chinese,400.0,Delivery,btm koramangala7thblock
Karavali Family Restaurant,1,0,3.5,90,CasualDining,Seafood Biryani SouthIndian NorthIndian Chinese,500.0,Delivery,jayanagar koramangala7thblock
Peace Restaurant,1,0,2.8,110,CasualDining,Chinese Tibetan NorthIndian,500.0,Delivery,shantinagar koramangala7thblock
Canton,1,0,3.6,198,CasualDining,Chinese Seafood Biryani,800.0,Delivery,jayanagar koramangala7thblock
Make It Roll,1,0,3.8,43,QuickBites,Rolls Salad Sandwich,400.0,Delivery,hsr koramangala7thblock
Nasi And Mee,1,1,4.4,2401,CasualDining,Malaysian Thai Singaporean Asian Chinese Momos,1000.0,Delivery,koramangala4thblock koramangala7thblock
Crunch Pizzas,1,0,2.6,473,QuickBites,Italian Pizza,600.0,Delivery,btm koramangala7thblock
Anda Ka Funda,1,0,3.2,64,QuickBites,NorthIndian Chinese Rolls,250.0,Delivery,btm koramangala7thblock
8 Slice,1,0,3.7,74,Delivery,Pizza,600.0,Delivery,koramangala6thblock koramangala7thblock
Rolls Mania,1,0,3.7,32,QuickBites,Rolls FastFood,450.0,Delivery,koramangala6thblock koramangala7thblock
Zangos Grill,1,0,4.0,189,Delivery,BBQ FastFood,300.0,Delivery,koramangala1stblock koramangala7thblock
Wat-a-Burger!,1,0,3.9,111,QuickBites,Burger Sandwich Beverages,500.0,Delivery,jayanagar koramangala7thblock
The Litti Company,1,0,3.7,17,Takeaway Delivery,Bihari,400.0,Delivery,koramangala4thblock koramangala7thblock
Little Kolkata,1,0,3.9,96,QuickBites,Bengali NorthIndian,500.0,Delivery,ejipura koramangala7thblock
Delicacy,1,0,3.9,523,CasualDining,Chinese Thai Momos,500.0,Delivery,koramangala4thblock koramangala7thblock
Foodiesthan,1,0,3.7,59,Cafe,Cafe FastFood NorthIndian,600.0,Delivery,hsr koramangala7thblock
Krem,1,0,4.1,61,DessertParlor,Desserts IceCream Beverages Sandwich,450.0,Delivery,koramangala5thblock koramangala7thblock
Healthie,1,0,3.9,107,Delivery,HealthyFood Beverages,600.0,Delivery,koramangala7thblock
Ghee Biryani House,1,0,3.3,9,QuickBites,NorthIndian Biryani Chinese Arabian,400.0,Delivery,btm koramangala7thblock
Sultans of Spice,1,1,4.5,3471,CasualDining,NorthIndian Mughlai Salad,1300.0,Delivery,koramangala5thblock koramangala7thblock
Public Khana,1,0,3.4,17,QuickBites,SouthIndian NorthIndian,200.0,Delivery,btm koramangala7thblock
Shagun Sweets & Foods,1,0,3.5,221,SweetShop QuickBites,Mithai NorthIndian StreetFood Chinese,400.0,Delivery,btm koramangala7thblock
Bite Me Cupcakes,1,0,4.1,191,DessertParlor,Desserts,300.0,Delivery,koramangala4thblock koramangala7thblock
Ascharya Hotel,1,0,3.4,11,QuickBites,Mangalorean SouthIndian,300.0,Delivery,koramangala5thblock koramangala7thblock
Eat Well,1,0,2.9,22,Delivery,NorthIndian Chinese,400.0,Delivery,jpnagar koramangala7thblock
WAFL,1,0,4.0,42,FoodCourt,Cafe FastFood Desserts Beverages,400.0,Delivery,bannerghattaroad koramangala7thblock
Yo! Thali,1,0,3.3,7,QuickBites,NorthIndian SouthIndian Chinese,400.0,Delivery,hsr koramangala7thblock
The Arabian Nights,1,0,2.6,53,Takeaway Delivery,Arabian NorthIndian Chinese,300.0,Delivery,btm koramangala7thblock
Totus,1,0,3.7,17,QuickBites,Chinese,300.0,Delivery,btm koramangala7thblock
Pappu Chaiwalla,1,0,3.1,90,QuickBites,NorthIndian Momos Rolls FastFood,300.0,Delivery,btm koramangala7thblock
Rafees Biryani,1,0,3.7,28,Takeaway Delivery,Biryani NorthIndian Desserts,600.0,Delivery,koramangala5thblock koramangala7thblock
Perch,1,0,3.5,14,QuickBites,Italian,350.0,Delivery,btm koramangala7thblock
Helloo Delhi,1,1,4.1,221,CasualDining,NorthIndian,1000.0,Delivery,koramangala4thblock koramangala7thblock
Dev's Gugababa,1,0,3.5,177,QuickBites,Bengali NorthIndian Chinese,500.0,Delivery,btm koramangala7thblock
Kapoor's Cafe,1,0,4.0,173,CasualDining,NorthIndian,800.0,Delivery,jayanagar koramangala7thblock
Under The Hood,1,0,4.0,76,QuickBites,Salad HealthyFood StreetFood,300.0,Delivery,koramangala1stblock koramangala7thblock
Cream Stone,1,0,4.2,341,DessertParlor,Desserts Beverages,500.0,Delivery,koramangala5thblock koramangala7thblock
Taste Of Malabar,1,0,3.6,23,QuickBites,SouthIndian Kerala Chinese,350.0,Delivery,btm koramangala7thblock
Five Star Chicken,1,0,3.5,11,QuickBites,FastFood Burger,300.0,Delivery,wilsongarden koramangala7thblock
Delhi Biryani Cafe,1,0,3.5,10,QuickBites,NorthIndian Biryani,250.0,Delivery,btm koramangala7thblock
Momo Blues,1,0,3.9,28,QuickBites,Chinese Momos Nepalese Tibetan,200.0,Delivery,koramangala5thblock koramangala7thblock
The Waffles Hut,1,0,3.8,23,DessertParlor,Desserts,400.0,Delivery,koramangala5thblock koramangala7thblock
Gam's Delicacy,1,1,4.2,325,CasualDining,NorthIndian Chinese Assamese,800.0,Delivery,koramangala7thblock
Friend's Cafe,1,0,3.9,554,QuickBites,FastFood American Chinese,600.0,Delivery,koramangala7thblock
Ishta Cafe,1,0,3.9,42,QuickBites,Pizza SouthIndian HealthyFood,500.0,Delivery,jayanagar koramangala7thblock
Habibi Falafel,1,0,4.3,220,QuickBites,Lebanese MiddleEastern,300.0,Delivery,koramangala1stblock koramangala7thblock
Lucknowiz,1,0,3.5,323,QuickBites,Lucknowi Chinese,500.0,Delivery,koramangala1stblock koramangala7thblock
Oye Amritsar,1,1,4.0,1879,CasualDining,NorthIndian,600.0,Delivery,koramangala6thblock koramangala7thblock
Chai Street,1,0,3.3,5,BeverageShop,Beverages,150.0,Delivery,koramangala5thblock koramangala7thblock
Chetty's Corner,1,0,3.6,21,QuickBites,FastFood Burger,150.0,Delivery,jayanagar koramangala7thblock
Tarbouche,1,0,3.7,14,QuickBites,Turkish Rolls,300.0,Delivery,btm koramangala7thblock
Snow'ora,1,1,4.3,343,QuickBites,Desserts IceCream Beverages,450.0,Delivery,koramangala4thblock koramangala7thblock
Ross Kitchen,1,0,3.6,24,Takeaway Delivery,NorthIndian Chinese,400.0,Delivery,btm koramangala7thblock
Brooks and Bonds Brewery,1,1,4.5,3991,CasualDining Microbrewery,Continental Mediterranean NorthIndian Chinese FingerFood,1600.0,Delivery,koramangala5thblock koramangala7thblock
Bamey's Restro Cafe,1,0,4.2,533,CasualDining,Chinese Singaporean Thai Asian Nepalese Momos,600.0,Delivery,koramangala5thblock koramangala7thblock
WOW! Momo,1,0,3.9,151,FoodCourt,Tibetan Momos,400.0,Delivery,koramangala4thblock koramangala7thblock
Cravy Wings,1,0,4.2,289,QuickBites,American Burger FastFood,400.0,Delivery,bannerghattaroad koramangala7thblock
Bonsouth,1,1,4.2,2619,CasualDining,Chettinad Andhra Kerala,1300.0,Delivery,koramangala5thblock koramangala7thblock
Punjabi Times,1,1,4.1,1030,CasualDining,NorthIndian,1000.0,Delivery,bannerghattaroad koramangala7thblock
SGS Non Veg - Gundu Pulav,1,0,3.6,70,QuickBites,Biryani FastFood,400.0,Delivery,jayanagar koramangala7thblock
Shawarma Inc,1,0,3.3,7,FoodCourt,Rolls Lebanese,250.0,Delivery,bannerghattaroad koramangala7thblock
Navami,1,0,3.5,80,CasualDining,Andhra NorthIndian Chinese Mangalorean Seafood Biryani,750.0,Delivery,jayanagar koramangala7thblock
Rahhams,1,0,2.6,309,CasualDining,Mughlai NorthIndian Chinese,700.0,Delivery,shantinagar koramangala7thblock
YumYumDilli,1,0,3.7,53,Delivery,NorthIndian,500.0,Delivery,koramangala7thblock
Dhaba Bytes,1,0,4.0,134,CasualDining,NorthIndian,650.0,Delivery,hsr koramangala7thblock
Meenu Oota Da Maane,1,1,4.2,296,CasualDining,Seafood Mangalorean Chinese,800.0,Delivery,koramangala5thblock koramangala7thblock
Sunny's Kitchen,1,0,3.6,62,Takeaway Delivery,Continental American,500.0,Delivery,hsr koramangala7thblock
Dilli in a Box,1,0,3.7,7,Takeaway Delivery,FastFood NorthIndian,400.0,Delivery,koramangala7thblock
Taste of Nepal,1,0,3.5,26,QuickBites,Nepalese Momos Chinese,350.0,Delivery,koramangala8thblock koramangala7thblock
Subz,1,1,4.2,2032,CasualDining,NorthIndian SouthIndian,1000.0,Delivery,jayanagar koramangala7thblock
Karavali Grand,1,0,3.7,27,CasualDining,Mangalorean Seafood NorthIndian Chinese,600.0,Delivery,koramangala5thblock koramangala7thblock
Falooda Cafe,1,0,3.6,11,QuickBites,Beverages Desserts,200.0,Delivery,btm koramangala7thblock
Smoke de Burger,1,0,3.7,37,QuickBites,FastFood,300.0,Delivery,koramangala5thblock koramangala7thblock
Appana Restaurant,1,0,3.5,12,QuickBites,NorthIndian,300.0,Delivery,btm koramangala7thblock
Naati Manae,1,0,3.1,10,FoodCourt,SouthIndian Biryani,500.0,Delivery,jpnagar koramangala7thblock
1000 B.C,1,0,3.2,49,QuickBites,Arabian Sandwich Rolls Burger,300.0,Delivery,koramangala5thblock koramangala7thblock
Barbeque Station,1,0,2.8,152,CasualDining,NorthIndian Chinese BBQ,700.0,Delivery,koramangala7thblock
Ambur Star Dum Biryani,1,0,3.3,18,QuickBites,Biryani,100.0,Delivery,jayanagar koramangala7thblock
Azimmo Treat,1,0,3.8,43,CasualDining,NorthIndian Chinese,700.0,Delivery,hsr koramangala7thblock
Pizza Stop,1,0,3.9,241,QuickBites,Pizza Italian,600.0,Delivery,koramangala4thblock koramangala7thblock
Biryani Miya,1,0,3.8,40,Delivery,Biryani NorthIndian,600.0,Delivery,koramangala4thblock koramangala7thblock
Chutney Chang,1,1,4.1,2347,CasualDining,NorthIndian Chinese BBQ,1500.0,Delivery,jayanagar koramangala7thblock
AutoExpress - Hot Dogs,1,0,3.3,5,QuickBites,FastFood,300.0,Delivery,hsr koramangala7thblock
Sweet Chariot,1,0,4.0,187,Bakery DessertParlor,Bakery FastFood,500.0,Delivery,koramangala7thblock
Zeeshan,1,0,3.8,214,CasualDining,NorthIndian Kebab Biryani Rolls,700.0,Delivery,koramangala7thblock
Belgian Waffle Factory,1,0,4.8,189,DessertParlor,Desserts,400.0,Delivery,koramangala5thblock koramangala7thblock
China Pearl,1,1,4.4,1856,CasualDining,Chinese,1100.0,Delivery,koramangala6thblock koramangala7thblock
Go Italia,1,0,4.0,783,CasualDining,Italian Pizza FastFood Salad,750.0,Delivery,koramangala6thblock koramangala7thblock
Toscano,1,1,4.5,724,CasualDining,Italian Salad,1500.0,Delivery,koramangala7thblock
Domino's Pizza,1,0,3.0,291,QuickBites,Pizza FastFood,400.0,Delivery,koramangala4thblock koramangala7thblock
Rock Stone Ice Cream Factory,1,0,3.9,132,DessertParlor,IceCream,230.0,Delivery,btm koramangala7thblock
Thalis Of India,1,0,3.6,24,Delivery,SouthIndian NorthIndian Beverages,500.0,Delivery,koramangala7thblock
Body Temple,1,0,3.3,12,QuickBites,HealthyFood,500.0,Delivery,btm koramangala7thblock
Soup Station,1,0,3.7,11,QuickBites,Continental,300.0,Delivery,bannerghattaroad koramangala7thblock
Kitchen24,1,0,3.4,15,Takeaway,Italian Continental Chinese Thai American Arabian,300.0,Delivery,btm koramangala7thblock
Cream Chemistry,1,0,3.9,231,DessertParlor,IceCream Desserts,500.0,Delivery,koramangala5thblock koramangala7thblock
Naati Manae,1,1,3.9,485,CasualDining,NorthIndian SouthIndian Chinese Biryani,700.0,Delivery,koramangala5thblock koramangala7thblock
Min Mini Punjabi Dhaba,1,0,3.9,85,QuickBites,NorthIndian,400.0,Delivery,koramangala7thblock
Bombay Sandwich Company,1,0,3.6,34,Delivery,Sandwich Beverages,400.0,Delivery,koramangala7thblock
Speedbreaker,1,0,3.4,15,QuickBites,NorthIndian,300.0,Delivery,btm koramangala7thblock
Sri Sapana Dhaba,1,0,3.2,11,QuickBites,NorthIndian,250.0,Delivery,btm koramangala7thblock
The Smoke Co.,1,1,4.4,523,CasualDining,American European,2500.0,Delivery,koramangala6thblock koramangala7thblock
The Yellow Chilli,1,1,3.8,584,CasualDining,NorthIndian Mughlai Biryani,1200.0,Delivery,jayanagar koramangala7thblock
Ice Cream Works,1,0,4.1,194,DessertParlor,Desserts IceCream,300.0,Delivery,jayanagar koramangala7thblock
Natural Mumbai Kulfi,1,0,3.5,8,DessertParlor,IceCream,130.0,Delivery,btm koramangala7thblock
Modern Restaurant,1,0,3.1,18,CasualDining,NorthIndian Chinese,450.0,Delivery,btm koramangala7thblock
Desi Vdesi,1,0,3.9,113,QuickBites,FastFood NorthIndian Rolls,250.0,Delivery,shantinagar koramangala7thblock
Nandanam Family Restaurant,1,0,3.6,19,QuickBites,Kerala Chinese SouthIndian,350.0,Delivery,btm koramangala7thblock
Curry Leaves,1,0,3.8,232,CasualDining,Andhra NorthIndian Chinese,600.0,Delivery,jayanagar koramangala7thblock
Petoo,1,0,3.9,60,QuickBites,NorthIndian SouthIndian,300.0,Delivery,koramangala4thblock koramangala7thblock
FRYBIES,1,0,3.3,15,QuickBites,FastFood,350.0,Delivery,bannerghattaroad koramangala7thblock
Hushy's Kitchen,1,0,3.5,58,QuickBites,FastFood,300.0,Delivery,shantinagar koramangala7thblock
The Royal Corner - Pai Viceroy,1,1,4.2,815,CasualDining,NorthIndian Chinese,900.0,Delivery,jayanagar koramangala7thblock
Khan Saheb Grills and Rolls,1,0,3.9,135,QuickBites,FastFood Rolls,350.0,Delivery,jayanagar koramangala7thblock
Salt - Indian Restaurant Bar & Grill,1,1,4.4,684,CasualDining,NorthIndian Mughlai Biryani,1500.0,Delivery,koramangala7thblock
Indian Paratha Factory,1,0,2.9,24,QuickBites,NorthIndian,250.0,Delivery,btm koramangala7thblock
Sandwichwallas,1,0,3.9,105,QuickBites,FastFood,200.0,Delivery,jayanagar koramangala7thblock
YORK St.,1,0,4.4,950,Cafe,Cafe European Continental,900.0,Delivery,koramangala5thblock koramangala7thblock
RK Fresh Food,1,0,3.5,14,QuickBites,FastFood,300.0,Delivery,btm koramangala7thblock
Cochin Connection,1,0,3.6,41,FoodCourt,Kerala SouthIndian,500.0,Delivery,koramangala6thblock koramangala7thblock
Aami Bangali,1,0,3.6,74,CasualDining,Bengali,700.0,Delivery,koramangala5thblock koramangala7thblock
The House Of Paratha,1,0,3.7,70,QuickBites,NorthIndian,200.0,Delivery,koramangala5thblock koramangala7thblock
Koshe Kosha,1,0,4.0,578,CasualDining,Bengali Seafood,600.0,Delivery,koramangala1stblock koramangala7thblock
Dalma,1,0,3.9,475,CasualDining,Oriya,600.0,Delivery,koramangala6thblock koramangala7thblock
Grills And Tandoor,1,1,3.7,113,CasualDining,NorthIndian Chinese,900.0,Delivery,koramangala5thblock koramangala7thblock
Ulavacharu,1,1,4.2,151,CasualDining,Andhra NorthIndian Chinese,900.0,Delivery,koramangala5thblock koramangala7thblock
The Food Cottage,1,0,3.7,50,QuickBites,Hyderabadi NorthIndian,350.0,Delivery,btm koramangala7thblock
Tempteys,1,0,4.2,249,DessertParlor BeverageShop,Beverages,500.0,Delivery,btm koramangala7thblock
Hungerbreak 24x7,1,0,3.0,7,Delivery,NorthIndian SouthIndian Maharashtrian,300.0,Delivery,koramangala8thblock koramangala7thblock
Taste Of Kolkata,1,0,3.1,60,QuickBites,Bengali Chinese Rolls,400.0,Delivery,btm koramangala7thblock
Bombay Talkies,1,0,3.6,24,QuickBites,Maharashtrian FastFood StreetFood Sandwich,200.0,Delivery,jayanagar koramangala7thblock
World Of Asia,1,0,4.0,42,QuickBites,Asian,300.0,Delivery,btm koramangala7thblock
Tunday Kababi,1,0,3.9,1143,CasualDining,NorthIndian Kebab,500.0,Delivery,koramangala5thblock koramangala7thblock
Rolls & Co,1,0,3.9,213,QuickBites,Burger Beverages Rolls,400.0,Delivery,koramangala6thblock koramangala7thblock
Lazeez,1,0,3.1,911,CasualDining,NorthIndian Mughlai Biryani,600.0,Delivery,koramangala5thblock koramangala7thblock
Sonar Bangala,1,0,3.8,75,QuickBites,Bengali NorthIndian,500.0,Delivery,koramangala5thblock koramangala7thblock
Cakewala,1,0,4.3,665,DessertParlor,Bakery Desserts,500.0,Delivery,jayanagar koramangala7thblock
Nadan Thattukada,1,0,3.7,36,QuickBites,Kerala SouthIndian,200.0,Delivery,btm koramangala7thblock
Iyengar Bakery,1,0,3.7,28,Bakery QuickBites,Bakery FastFood Desserts Beverages,200.0,Delivery,jayanagar koramangala7thblock
Pathy's Kitchen,1,0,3.5,21,QuickBites,Andhra,500.0,Delivery,indiranagar koramangala7thblock
Burrito Boys,1,0,3.0,6,FoodCourt QuickBites,Mexican Tex-Mex,400.0,Delivery,bannerghattaroad koramangala7thblock
The Cake Lair,1,0,3.4,10,QuickBites,Bakery FastFood Beverages,600.0,Delivery,btm koramangala7thblock
What's In A Name,1,1,4.1,1795,Pub,FingerFood Asian European Italian,1200.0,Delivery,koramangala5thblock koramangala7thblock
Cafe Thulp,1,0,4.1,3006,Cafe,Cafe Burger Italian Salad,1000.0,Delivery,koramangala1stblock koramangala7thblock
Cafe Coffee Day,1,0,3.5,44,Cafe,Cafe FastFood,900.0,Delivery,btm koramangala7thblock
The Shawarma Inc,1,0,3.4,95,QuickBites,Arabian FastFood,200.0,Delivery,koramangala5thblock koramangala7thblock
Mealsbaba,1,0,3.6,57,Takeaway Delivery,NorthIndian,400.0,Delivery,hsr koramangala7thblock
Bakingo,1,0,4.0,76,Bakery,Bakery Desserts,500.0,Delivery,koramangala1stblock koramangala7thblock
Biryani Magic,1,0,3.5,31,QuickBites,NorthIndian Biryani,300.0,Delivery,btm koramangala7thblock
Smoke Oil Salt,1,0,3.8,21,QuickBites,Arabian,850.0,Delivery,btm koramangala7thblock
Cafe Graffiters,1,0,3.8,23,Cafe,Cafe Continental Beverages,600.0,Delivery,koramangala5thblock koramangala7thblock
Kuttanadu,1,0,2.8,261,CasualDining,Kerala Chinese Seafood NorthIndian,700.0,Delivery,hsr koramangala7thblock
Sri Krishna Kitchen,1,0,3.6,42,QuickBites,FastFood,400.0,Delivery,btm koramangala7thblock
DeliBox.in,1,0,3.7,67,Delivery,SouthIndian,150.0,Delivery,btm koramangala7thblock
Hotel Empark,1,0,3.4,16,CasualDining,Chinese NorthIndian Arabian,800.0,Delivery,wilsongarden koramangala7thblock
The Wok Shop,1,0,4.1,271,QuickBites,Asian Chinese Momos FastFood Indonesian Korean,500.0,Delivery,koramangala1stblock koramangala7thblock
